ID;Test:1. nadala test (Punktid);Test:2. nadala test (Punktid);Test:3. nadala test (Punktid);Test:4. nadala test (Punktid);Test:5. nadala test (Punktid);Test:6. nadala test (Punktid);Test:7. nadala test (Punktid);Test:8. nadala test (Punktid);Test:9. nadala test (Punktid);Test:10. nadala test (Punktid);Test:11. nadala test (Punktid);Test:12. nadala test (Punktid);Test:13. nadala test (Punktid);Test:14. nadala test (Punktid);Test:15. nadala test (Punktid);Test:16. nadala test (Punktid);Videoloengud kokku (Punktid);VPL harjutus:1. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:2. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:3. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:4. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:5. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:7. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:8. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:9. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:10. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:11. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:13. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:14. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:15. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);Kodutood kokku (Punktid);ulesanne:Esita projekti kirjeldus (Punktid);ulesanne:Projekti algversioon (Punktid);ulesanne:Projekti loppversioon (Punktid);Projekt kokku (Punktid);Test:1. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:1. kontrolltoo programmide esitamine (Punktid);Test:1. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT jareltoo programmide esitamine (Punktid);Test:1. KT 5.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 5.01 lisajareltoo programmide esitamine (Punktid);Test:1. KT 25.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 25.01 lisajareltoo programmide esitamine (Punktid);Test:2. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:2. kontrolltoo programmide esitamine (Punktid);Test:2. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT jareltoo programmide esitamine (Punktid);Test:2. KT 6.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 6.01 lisajareltoo programmide esitamine (Punktid);Test:2. KT 26.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 26.01 lisajareltoo programmide esitamine (Punktid);Kontrolltood kokku (Punktid);Eksamile paas (Punktid);Test:8.01 eksami arvestuslik osa (Punktid);Test:8.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:8.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:14.01 eksami arvestuslik osa (Punktid);Test:14.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:14.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:27.01 eksami arvestuslik osa (Punktid);Test:27.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:27.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Eksam kokku (Punktid);VPL harjutus:1. lisaulesanne 0 Muster (Punktid);VPL harjutus:2. lisaulesanne 0 Tekstispiraal (Punktid);VPL harjutus:3. lisaulesanne 0 Salasona (Punktid);VPL harjutus:4. lisaulesanne 0 Pakkimine (Punktid);VPL harjutus:5. lisaulesanne 0 Ristmik (Punktid);VPL harjutus:6. lisaulesanne 0 Laburint (Punktid);8. lisaulesanne 0 Loppkusitlus (Punktid);Praktikumide lisapunktid (Punktid);Projektikonkursi punktid (Punktid);Lisapunktid kokku (Punktid);VPL harjutus:Pokkerikate tuvastamise automaatkontroll (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Naidiseksami arvestuslik osa (Punktid);Test:Naidiseksami punktilise osa 1. ulesanne (Punktid);Kogutulemus (Punktid);Hinne (Punktid)
94;0.4;0.5;0.3;0.4;0.4;0.4;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.21;0.5;0.5;0.0;0.5;0.2;0.5;0.4;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8;1;0.0;0.0;0.0;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.29;0.0;0.0;0.0;25.51;0.0
95;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;12.6;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;38;1;1;9.9;18;0.0;0.0;0.0;0.0;0.0;0.0;27.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8;4;8.5;96.5;96.5
96;0.3;0.4;0.0;0.0;0.2;0.4;0.5;0.4;0.4;0.4;0.4;0.4;0.3;0.5;0.3;0.0;4.93;0.0;0.5;0.3;0.0;0.3;0.5;0.0;0.5;0.3;0.0;0.5;0.5;0.5;0.5;0.2;0.0;0.4;0.5;0.5;0.0;0.5;0.0;0.4;0.5;0.2;0.0;7.6;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;35;1;1;9.6;12.5;0.0;0.0;0.0;0.0;0.0;0.0;22.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;6.6;79.63;79.63
97;0.5;0.5;0.0;0.5;0.5;0.4;0.5;0.0;0.0;0.3;0.0;0.4;0.4;0.3;0.0;0.4;4.58;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.0;0.1;0.5;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;7.6;1;5;5;10.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;37;1;1;9.2;17;0.0;0.0;0.0;0.0;0.0;0.0;26.2;2;0.0;2;0.0;2;0.0;1;0.0;0.0;7;0.0;6;5.75;4;9.2;92.38;92.38
98;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.2;0.5;12.6;1;5;5;10.0;1;11;0.0;18;0.0;0.0;0.0;0.0;1;18.5;0.0;20.0;0.0;0.0;0.0;0.0;38;1;1;9.3;11.5;0.0;0.0;0.0;0.0;0.0;0.0;20.8;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;9.5;89.4;89.4
99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.4;0.5;0.4;0.4;0.5;0.0;0.0;2.99;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.5;0.0;0.5;0.0;0.3;0.0;0.5;0.5;0.0;0.5;7.8;1;5;5;10.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;40.0;1;1;9.2;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.2;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;7.75;3.5;8.5;91.0;91.0
100.0;0.4;0.4;0.5;0.3;0.4;0.3;0.5;0.2;0.0;0.3;0.1;0.3;0.0;0.0;0.0;0.0;3.72;0.5;0.5;0.4;0.5;0.4;0.0;0.2;0.5;0.2;0.0;0.3;0.5;0.2;0.5;0.2;0.0;0.0;0.5;0.3;0.5;0.0;0.5;0.0;0.5;0.0;0.0;7.2;1;5;5;10.0;1;8;0.0;15;0.0;0.0;0.0;0.0;0.0;10.5;0.0;0.0;1;0.0;0.0;0.0;25.5;1;0.0;0.0;0.0;1;9.6;18;0.0;0.0;0.0;27.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;6.3;0.0;0.0;74.0;74.0
101.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.4;0.5;0.4;0.3;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;0.0;0.0;0.0;1;9.9;18;0.0;0.0;0.0;27.9;2;2;2;2;0.0;0.0;1;0.0;0.0;9;0.0;8;8.75;3.5;10.0;106.9;100.0
102.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;12.8;1;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;9.9;20.0;0.0;0.0;0.0;29.9;2;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;3;0.0;8;6.5;3;9.6;101.7;100.0
103.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.4;0.4;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;12.6;1;5;5;10.0;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;32.5;1;1;9.6;15;0.0;0.0;0.0;0.0;0.0;0.0;24.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7.5;8.5;3.5;7.7;87.7;87.7
104.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.0;0.4;0.0;6.32;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;11.5;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;1;10.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;28.5;2;2;1.9;0.0;2;2;0.0;2;1;10.0;0.0;7;0.0;3.5;9.6;105.3;100.0
105.0;0.4;0.4;0.5;0.5;0.4;0.4;0.5;0.4;0.4;0.4;0.3;0.5;0.5;0.4;0.4;0.3;6.55;0.5;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.3;0.5;0.2;0.5;0.2;0.5;0.5;0.5;0.2;0.5;0.0;0.5;0.0;0.5;10.3;1;5;5;10.0;0.0;10.0;1;14.5;0.0;0.0;0.0;0.0;0.0;9;1;12;0.0;0.0;0.0;0.0;26.5;1;0.0;0.0;0.0;1;8;10.0;0.0;0.0;0.0;18;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8.75;3.5;8.7;72.35;72.35
106.0;0.5;0.4;0.4;0.4;0.5;0.4;0.5;0.5;0.3;0.4;0.5;0.5;0.5;0.3;0.3;0.3;6.58;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.2;0.5;0.0;0.0;0.2;0.5;0.0;0.5;0.0;0.0;9.3;1;5;5;10.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;1;13.5;0.0;0.0;0.0;0.0;0.0;0.0;29.5;1;1;9.3;0.5;0.0;0.0;0.0;0.0;0.0;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;8.75;4;10.0;65.18;65.18
107.0;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.4;0.3;0.3;0.4;0.4;0.5;0.4;0.3;6.71;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;11.4;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;1;9.1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.1;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;7.25;4;7.6;97.21;97.21
108.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.9;1;5;5;10.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;30.0;1;0.0;0.0;0.0;1;9.2;12.5;0.0;0.0;0.0;21.7;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;8;9;4;10.0;83.6;83.6
109.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.5;0.3;0.4;0.3;7;0.5;0.5;0.3;0.5;0.4;0.5;0.4;0.5;0.3;0.5;0.4;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.2;0.5;11.8;1;3;5;8;1;13;0.0;0.0;0.0;0.0;0.0;0.0;1;12;0.0;0.0;0.0;0.0;0.0;0.0;25;1;1;9.8;19;0.0;0.0;0.0;0.0;0.0;0.0;28.8;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8.8;3.3;6.1;81.6;81.6
110.0;0.5;0.3;0.1;0.3;0.0;0.3;0.4;0.2;0.0;0.0;0.4;0.3;0.0;0.0;0.0;0.0;2.75;0.5;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.0;0.0;7;1;5;5;10.0;1;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1;0.0;0.0;0.0;0.0;0.0;26;1;1;5.8;0.5;0.0;0.0;0.0;0.0;0.0;0.0;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.36;7.75;4;8.6;52.1;52.1
111;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.2;0.2;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;12;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.9;19;0.0;0.0;0.0;0.0;0.0;0.0;28.9;2;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;3;0.0;8;7.25;4;10.0;100.9;100.0
112;0.5;0.0;0.3;0.3;0.3;0.4;0.4;0.3;0.1;0.3;0.1;0.0;0.0;0.3;0.0;0.0;3.32;0.5;0.5;0.4;0.5;0.4;0.5;0.3;0.0;0.0;0.5;0.2;0.5;0.0;0.5;0.0;0.5;0.2;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.5;7;1;5;5;10.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;30.0;1;1;7.9;10.0;0.0;0.0;0.0;0.0;0.0;0.0;17.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;8;3.75;0.0;68.22;68.22
113;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.3;0.4;0.4;0.4;0.4;0.4;6.47;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;10.3;0.0;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;9.8;17;0.0;0.0;0.0;26.8;2;2;0.0;0.0;0.0;0.0;1;1;0.0;6;0.0;1;8.5;4;7.2;98.57;98.57
114;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.0;0.3;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;10.8;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;10.0;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.5;1.9;0.0;2;0.0;0.0;0.0;1;0.0;1;5.9;0.0;6.5;8.5;3.5;7.6;103.2;100.0
115;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.4;0.0;6.89;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;11.5;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;38;1;1;9.1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;26.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;93.99;93.99
116;0.5;0.5;0.5;0.3;0.3;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;6.99;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;0.0;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;38.5;1;1;9.7;18.5;0.0;0.0;0.0;0.0;0.0;0.0;28.2;2;2;2;2;0.0;0.0;1;2;0.0;10.0;0.0;7;7.3;3.3;7.6;106.7;100.0
117;0.5;0.4;0.5;0.3;0.5;0.4;0.5;0.3;0.4;0.4;0.4;0.3;0.4;0.4;0.1;0.0;5.57;0.5;0.5;0.0;0.0;0.4;0.5;0.0;0.3;0.0;0.4;0.2;0.5;0.2;0.4;0.2;0.5;0.2;0.4;0.0;0.5;0.4;0.5;0.0;0.5;0.0;0.5;7.6;1;5;5;10.0;0.0;0.5;1;7;0.0;11.5;0.0;0.0;0.0;4.5;1;7.5;0.0;0.0;0.0;0.0;19;1;0.0;0.0;0.0;1;9.6;6.5;0.0;0.0;0.0;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;6.1;3.5;8.7;58.27;58.27
118;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.4;0.3;0.4;6.81;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.0;0.3;0.0;0.5;0.5;0.5;0.5;0.4;0.0;10.9;0.0;5;5;10.0;1;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.5;1;18;0.0;0.0;0.0;0.0;31.5;1;0.0;0.0;0.0;1;9.8;12;0.0;0.0;0.0;21.8;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;7;9;0.0;0.0;83.0;83.0
119;0.5;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;7;0.5;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.5;11.8;0.0;5;5;10.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;36.5;1;1;8.5;19;0.0;0.0;0.0;0.0;0.0;0.0;27.5;0.0;0.0;0.0;0.0;0.0;0.0;1;2;0.0;3;0.0;8;9;4;8.5;95.8;95.8
120.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.2;0.0;0.2;0.4;0.0;0.0;0.1;0.0;0.0;4.34;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.0;0.0;0.5;0.0;0.0;10.9;1;5;5;10.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;34.5;1;0.0;0.0;0.0;1;9.9;13;0.0;0.0;0.0;22.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;8.5;83.64;83.64
121;0.3;0.5;0.4;0.4;0.4;0.4;0.5;0.4;0.5;0.4;0.4;0.4;0.4;0.3;0.3;0.4;6.41;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.5;1;5;5;10.0;1;0.0;0.0;9.5;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.5;1;0.0;0.0;0.0;1;7.8;11.5;0.0;0.0;0.0;19.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7.5;0.0;4;7.7;78.71;78.71
122;0.5;0.5;0.5;0.3;0.4;0.4;0.4;0.5;0.1;0.4;0.5;0.4;0.4;0.5;0.3;0.3;6.36;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.2;0.0;11.3;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;10.0;19;0.0;0.0;0.0;0.0;0.0;0.0;29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;8.75;3;9.6;96.66;96.66
123;0.5;0.4;0.4;0.4;0.0;0.3;0.5;0.0;0.2;0.0;0.0;0.5;0.0;0.0;0.0;0.0;3.1;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.3;0.5;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;1;4;5;9;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;13;0.0;0.0;0.0;0.0;0.0;0.0;32;1;0.0;0.0;0.0;1;8.2;17;0.0;0.0;0.0;25.2;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;0.0;7;2.5;6.2;78.26;78.26
124;0.4;0.4;0.2;0.4;0.4;0.4;0.5;0.5;0.4;0.4;0.3;0.5;0.0;0.3;0.3;0.3;5.73;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.3;0.0;0.5;0.0;0.3;0.0;0.3;0.0;0.0;0.5;0.3;0.5;9.1;1;5;5;10.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;1;13;0.0;0.0;0.0;0.0;0.0;0.0;28;1;0.0;0.0;0.0;1;7.9;19;0.0;0.0;0.0;26.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;8.7;80.7;80.7
125;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.5;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;12.3;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;39;1;1;9.1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.1;0.0;0.0;2;2;0.0;0.0;1;0.0;0.0;5;0.0;8;9;4;0.0;102.4;100.0
126;0.5;0.4;0.3;0.4;0.4;0.4;0.5;0.4;0.3;0.3;0.2;0.3;0.3;0.3;0.2;0.3;5.22;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;12.3;1;5;5;10.0;0.0;14;1;0.0;0.0;0.0;0.0;0.0;0.0;15;1;0.0;0.0;0.0;0.0;0.0;29;1;0.0;0.0;0.0;1;8.3;10.0;0.0;0.0;0.0;18.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;9;4;9.5;75.82;75.82
